from,to
572b6ce4ec4a891a7500011e,57292848ec4a89942000010b
572b6d43ec4a891a7500011f,572a8518ec4a89942000012d
572b6e8eec4a891e170000df,572b6dd9ec4a891e170000de
572b7063ec4a899420000142,57297283ec4a89942000010f
572b7592ec4a891e170000e1,572a8518ec4a89942000012d
572b77d2ec4a8916fc0000e6,572a8518ec4a89942000012d
572bb1baec4a891a75000122,572b8243ec4a891e170000e2
572bb59aec4a8916fc0000e8,572b8243ec4a891e170000e2
572c0a7dec4a8916fc0000ed,572bd198ec4a8916fc0000ea
572c175bec4a8916fc0000ee,572b8243ec4a891e170000e2
572d080aec4a8916fc0000f1,57292848ec4a89942000010b
572d0966ec4a899420000156,572bece8ec4a891e170000e4
572d09d4ec4a891e170000ea,572bd198ec4a8916fc0000ea
572d1a0bec4a89942000015e,572d0a68ec4a891a75000134
572d5052ec4a899420000163,572d4eedec4a891e170000f0
572d5e35ec4a899420000169,572d5567ec4a899420000164
572d5fbfec4a891a7500013b,572b6dd9ec4a891e170000de
572d7b06ec4a891e170000f3,572bd198ec4a8916fc0000ea
572dd37eec4a891a7500013d,572b6dd9ec4a891e170000de
572dd631ec4a899420000175,572d7e86ec4a891a7500013c
572df4dbec4a899420000176,572b8243ec4a891e170000e2
572df5eeec4a899420000177,572bd198ec4a8916fc0000ea
572df676ec4a891e170000f5,572d0afeec4a891e170000eb
572e5505ec4a891e170000f6,572d5846ec4a8916fc0000f6
572e5e00ec4a8916fc000103,572d5846ec4a8916fc0000f6
572ec204ec4a891e170000fc,5728b313ec4a891a75000100
572f6f1eec4a8916fc000112,5728cab4ec4a891a75000104
572fa396ec4a89942000018f,572d5846ec4a8916fc0000f6
572fa7bbec4a8916fc000116,572d5846ec4a8916fc0000f6
572fb70aec4a891a75000155,572d27bdec4a8916fc0000f3
572fb885ec4a899420000190,572eab5aec4a899420000187
572ff3a7ec4a8916fc000120,572d27bdec4a8916fc0000f3
5730772bec4a8994200001b1,572d27bdec4a8916fc0000f3
5730fb6bec4a891a75000187,572d3697ec4a8916fc0000f5
5730fdcdec4a891e17000123,572d3697ec4a8916fc0000f5
573131d0ec4a8994200001d4,572d3697ec4a8916fc0000f5
57313fdcec4a891a75000196,57312e7aec4a8916fc000152
57314ea8ec4a891a750001a2,57314dd2ec4a891a750001a1
573150aaec4a891a750001a3,57313b27ec4a891a75000193
57315bf3ec4a891a750001b4,57315b0cec4a8916fc000173
5731ca21ec4a8916fc00018b,57317cb3ec4a891e1700014f
5731cadcec4a899420000208,57313b27ec4a891a75000193
5731cf89ec4a891a750001c3,57316200ec4a8916fc00017c
5731d1b8ec4a891e17000152,5728b313ec4a891a75000100
5731d261ec4a891a750001c4,57315d30ec4a891e1700013d
57323de2ec4a899420000215,573231ecec4a899420000211
5732913aec4a8916fc000199,573239b2ec4a891a750001d2
5732b9b1ec4a89942000022d,57328fddec4a891a750001d7
573355e3ec4a891e17000167,5732a8f3ec4a899420000228
57338487ec4a891e1700016a,572e7a17ec4a8916fc000107
5733bdffec4a8916fc0001a4,5732a8f3ec4a899420000228
5733e633ec4a891a750001ef,57292848ec4a89942000010b
5733f04bec4a8916fc0001a6,571efadaec4a8916fc000057
5733f4d7ec4a891a750001f5,5731e301ec4a89942000020a
57344a0cec4a899420000239,57323181ec4a891a750001cf
57347dd4ec4a891e17000173,573231ecec4a899420000211
57347ec9ec4a89942000023a,57329093ec4a899420000220
5734b11dec4a89942000023c,57328711ec4a8916fc000196
5734e472ec4a89942000023d,573231ecec4a899420000211
5734e51fec4a891a750001fa,57323181ec4a891a750001cf
5734fe7aec4a891e17000174,57323181ec4a891a750001cf
5735027eec4a89942000023e,57327febec4a89942000021c
57360329ec4a89942000024b,5732464cec4a891a750001d4
5736049eec4a89942000024c,57314dd2ec4a891a750001a1
573629a5ec4a8916fc0001ac,57360632ec4a891e1700017a
57371bbbec4a891a7500020a,5736e816ec4a8916fc0001af
57371cc6ec4a891e17000183,57360632ec4a891e1700017a
57371df4ec4a891a7500020b,572e7a17ec4a8916fc000107
57375f61ec4a899420000256,57375b05ec4a8916fc0001b3
5737608fec4a8916fc0001b4,57375979ec4a891a7500020c
5737bd8dec4a8916fc0001b9,572d7e86ec4a891a7500013c
5737be03ec4a891a75000210,573231ecec4a899420000211
5737be28ec4a891e1700018c,5732464cec4a891a750001d4
5737bf72ec4a891a75000213,5736e816ec4a8916fc0001af
5737bfe9ec4a8916fc0001ba,57378450ec4a891e17000185
5737d224ec4a899420000267,57360632ec4a891e1700017a
5737e802ec4a899420000268,57360632ec4a891e1700017a
5738305bec4a891e17000191,5736e816ec4a8916fc0001af
573864beec4a891a7500021a,5736e816ec4a8916fc0001af
5738692fec4a891a7500021c,57360632ec4a891e1700017a
57386ed2ec4a899420000271,5737ac08ec4a8916fc0001b8
5738f1ddec4a89942000027c,5738e340ec4a899420000278
57392e82ec4a8916fc0001d0,5738a740ec4a899420000274
5739326dec4a899420000287,57386696ec4a891a7500021b
57399e20ec4a891a7500022e,57390050ec4a899420000281
57399fe4ec4a89942000028f,57390050ec4a899420000281
5739cd73ec4a891e1700019c,5738a740ec4a899420000274
5739d13aec4a899420000293,57386696ec4a891a7500021b
573a4873ec4a8916fc0001e5,573018c3ec4a891a75000171
573a5046ec4a891e170001aa,573a3c39ec4a891e170001a8
573a6b8cec4a8916fc0001e7,573862e1ec4a89942000026f
573a6e26ec4a8994200002b9,5737ac08ec4a8916fc0001b8
573a7feaec4a891a75000246,57312bbdec4a8994200001d0
573a8b21ec4a8916fc0001ee,5738e340ec4a899420000278
573a8ba0ec4a891e170001bb,5738e340ec4a899420000278
573a8c4aec4a8916fc0001ef,5738e340ec4a899420000278
573a8c6bec4a8916fc0001f0,5738e340ec4a899420000278
573b16f0ec4a891e170001c5,5738e340ec4a899420000278
573b179bec4a891e170001c6,5738a740ec4a899420000274
573b18e7ec4a891a75000251,573a9c05ec4a891e170001c0
573b193fec4a8916fc0001fc,57386696ec4a891a7500021b
573b1c7aec4a8994200002d5,573a6d4aec4a891a7500023f
573b2020ec4a891a75000254,573862e1ec4a89942000026f
573b246cec4a891a75000256,573862e1ec4a89942000026f
573b431eec4a8994200002db,57360632ec4a891e1700017a
573b434cec4a8916fc000203,57360632ec4a891e1700017a
573b4ec5ec4a8916fc000204,573862e1ec4a89942000026f
573b8555ec4a891a7500025f,57386bb1ec4a891a7500021d
573b8691ec4a8994200002e3,5739f4a9ec4a8916fc0001da
573b86eaec4a8916fc000205,573a3928ec4a891a75000234
573b8704ec4a891e170001cd,5739d3c4ec4a8916fc0001d6
573b8972ec4a8916fc000206,5739cf34ec4a899420000291
573b92b3ec4a891e170001cf,57360632ec4a891e1700017a
573ba0abec4a8916fc00020a,573b1b08ec4a8916fc0001fd
573ba15bec4a8994200002e8,573b1b08ec4a8916fc0001fd
573bcf19ec4a891a75000268,573bbaa3ec4a891e170001d3
573bdee5ec4a891e170001da,573a3894ec4a891a75000233
573beb65ec4a8994200002f8,5738a740ec4a899420000274
573c6ea1ec4a8994200002fc,573bc8abec4a8994200002ee
573c700fec4a8916fc000214,573b4c29ec4a891a7500025a
573c739dec4a8916fc000215,572a8518ec4a89942000012d
573c749aec4a891a7500026a,57386bb1ec4a891a7500021d
573c7622ec4a891a7500026b,572a8518ec4a89942000012d
573c77a1ec4a8916fc000216,57360632ec4a891e1700017a
573c783cec4a8916fc000217,573a3894ec4a891a75000233
573ccb13ec4a899420000306,57386bb1ec4a891a7500021d
573cd4e8ec4a891a7500026c,573ca53fec4a899420000302
573cd727ec4a899420000307,573c6fbeec4a8916fc000213
573cda8eec4a8916fc00021a,5739f40eec4a8916fc0001d9
573cea07ec4a8916fc00021b,573ca53fec4a899420000302
573ceb4fec4a891e170001e5,57386bb1ec4a891a7500021d
573dd4a7ec4a891e170001ed,573d441aec4a891e170001eb
573de505ec4a89942000030c,573ca53fec4a899420000302
573e246fec4a89942000030e,573e1194ec4a89942000030d
573e3996ec4a8916fc000229,572d27bdec4a8916fc0000f3
573e4debec4a89942000031b,573b4c29ec4a891a7500025a
573e4f7cec4a891e170001f5,573e4e68ec4a89942000031d
573e50ddec4a891e170001f6,573e4ea1ec4a891e170001f4
573e51e1ec4a891a7500027f,573e4ea1ec4a891e170001f4
573e559fec4a891e170001f7,573e4c01ec4a899420000319
573e55c2ec4a8916fc00022c,573e4c9cec4a89942000031a
573e5c67ec4a8916fc00022d,573dc2bcec4a891a75000273
573e6a75ec4a891e170001f8,57360632ec4a891e1700017a
573e71d9ec4a899420000321,573c6a25ec4a891e170001dd
573f14aaec4a89942000032a,57360632ec4a891e1700017a
573f18f3ec4a891a75000284,573dc2bcec4a891a75000273
573f1a85ec4a8916fc00022f,573cd73aec4a8916fc000219
573f1b8cec4a891a75000285,573e6fcfec4a8916fc00022e
573f1df4ec4a8916fc000230,573e6d19ec4a891a75000281
573f5861ec4a891a75000287,573f3b58ec4a89942000032f
573f58c9ec4a891a75000288,573ca53fec4a899420000302
573fd160ec4a899420000336,573f3b58ec4a89942000032f
573fe657ec4a899420000338,573e4c9cec4a89942000031a
574092eaec4a891a75000296,574088b0ec4a891e1700020c
574094dbec4a89942000033e,573fe9e1ec4a891a7500028f
5740955fec4a89942000033f,573fdaaaec4a8916fc000239
5740d032ec4a899420000343,573231ecec4a899420000211
574227b3ec4a89942000034d,573e4c9cec4a89942000031a
57425a48ec4a891e17000222,5741dfa8ec4a891a7500029f
57427096ec4a899420000355,573dd26aec4a8916fc000221
5742ab31ec4a891e17000225,573b1a64ec4a8994200002d3
5742ff46ec4a8916fc00024a,573e4ea1ec4a891e170001f4
574313deec4a89942000035c,574141e2ec4a891a7500029e
574314c3ec4a891e1700022a,573dd26aec4a8916fc000221
574319e7ec4a89942000035d,5738a740ec4a899420000274
57432404ec4a891a750002b3,5742292eec4a891a750002a1
57433b55ec4a899420000362,57431601ec4a891a750002b1
57434147ec4a899420000363,57431601ec4a891a750002b1
574341c2ec4a891a750002b4,5740926eec4a8916fc000240
574369ecec4a891e17000230,57431601ec4a891a750002b1
57437a8cec4a8916fc000251,57436b1aec4a891a750002b9
57437dd7ec4a891a750002ba,57431601ec4a891a750002b1
57438b4bec4a8916fc000254,5743599aec4a899420000366
5743bacaec4a8916fc000259,57430e8dec4a891e17000227
5743c29eec4a899420000372,57360632ec4a891e1700017a
5743e832ec4a891a750002c8,57430c11ec4a899420000358
57445b25ec4a891a750002cd,57430c11ec4a899420000358
57445cabec4a891a750002ce,57436b1aec4a891a750002b9
57445d04ec4a8916fc00025d,57431601ec4a891a750002b1
57445ee1ec4a8916fc00025e,57410d9bec4a891e17000217
57446266ec4a8916fc00025f,5743b299ec4a891a750002be
5744696bec4a891a750002d0,57436b1aec4a891a750002b9
5744a031ec4a891a750002d4,5743c6dcec4a899420000373
5744d0e4ec4a891e17000245,5743ca09ec4a899420000376
5745b305ec4a891a750002dd,5744f00dec4a8916fc000265
5745b39bec4a8916fc000268,5744f00dec4a8916fc000265
5745b4daec4a891e1700024b,573e1194ec4a89942000030d
5745cba8ec4a899420000386,573e4c01ec4a899420000319
57460b0fec4a891a750002e1,5745ea82ec4a899420000387
57460d65ec4a891e1700024f,5745ea82ec4a899420000387
5746153aec4a899420000388,57436231ec4a891a750002b7
574620ceec4a891a750002e2,573ca53fec4a899420000302
57470d7fec4a891a750002eb,574629a3ec4a891a750002e4
57475f73ec4a899420000390,57410d9bec4a891e17000217
57479129ec4a891e1700025a,5745af35ec4a891e1700024a
57487a21ec4a89942000039c,57476136ec4a8916fc000272
5748ed8bec4a8916fc00027f,5748cf40ec4a891a750002f0
57499c41ec4a891e17000268,5747b372ec4a8916fc000275
5749a416ec4a891e17000269,5741dfa8ec4a891a7500029f
574b1ba7ec4a8916fc000283,5748d072ec4a8994200003a2
574b2c96ec4a8994200003be,57487b44ec4a891a750002ef
574b55c5ec4a891a7500030f,57487b44ec4a891a750002ef
574b70d8ec4a891e1700027c,574b6d53ec4a891a75000317
574b72d4ec4a891a75000319,574b6d53ec4a891a75000317
574b76fdec4a8994200003c9,574b6d53ec4a891a75000317
574b7799ec4a8916fc000297,574b6d53ec4a891a75000317
574b833bec4a8916fc00029f,5748d6f6ec4a891a750002f1
574b85bfec4a891e17000282,5747b372ec4a8916fc000275
574b8712ec4a891e17000283,5745af35ec4a891e1700024a
574b895cec4a891a7500031e,57410d9bec4a891e17000217
574b8b88ec4a891a7500031f,574b6d53ec4a891a75000317
574b8eb4ec4a891a75000320,574b5e9cec4a8994200003c5
574b8efaec4a8994200003d2,574b7653ec4a8916fc000295
574b95dbec4a8994200003d3,5747b372ec4a8916fc000275
574b9676ec4a891e17000286,574b5529ec4a8994200003c0
574bb5c0ec4a891a75000324,574b886fec4a8994200003d0
574c4d15ec4a891a75000328,574b7b6bec4a8916fc00029b
574c6e38ec4a8994200003dd,574b68e7ec4a891a75000316
574c706fec4a8994200003de,574b393eec4a8916fc00028a
574c7a6eec4a891e17000291,57487d9dec4a8916fc000277
574c7dd4ec4a8994200003e0,574b7b6bec4a8916fc00029b
574c80c0ec4a8994200003e2,573b1a64ec4a8994200002d3
574c992eec4a8994200003e4,574b7410ec4a891a7500031b
574c9959ec4a891e17000295,574b7410ec4a891a7500031b
574cae9fec4a8994200003ec,574b68e7ec4a891a75000316
574cb0fdec4a8916fc0002bd,574b7396ec4a891a7500031a
574cb31fec4a891e1700029b,574cb2f5ec4a8994200003ed
574cb5faec4a8994200003ee,574cb2f5ec4a8994200003ed
574cbcefec4a891e1700029c,574c75f8ec4a891e17000290
574cc0beec4a8994200003f1,574c75f8ec4a891e17000290
574cc170ec4a891e1700029f,574b68e7ec4a891a75000316
574cc25cec4a8994200003f2,574c75f8ec4a891e17000290
574cc33aec4a891a7500033c,574cb2f5ec4a8994200003ed
574cd5b6ec4a891e170002a0,574c75f8ec4a891e17000290
574ceb19ec4a8916fc0002c4,574b6dceec4a8916fc000290
574cf114ec4a8994200003f4,574b6dceec4a8916fc000290
574cf664ec4a8916fc0002c6,574c75f8ec4a891e17000290
574cfd36ec4a8916fc0002c7,574c6b97ec4a8916fc0002ad
574d057dec4a891a75000346,574b68e7ec4a891a75000316
574d06baec4a891e170002a5,574b9f7bec4a891a75000321
574d157fec4a899420000402,5748d6f6ec4a891a750002f1
574d7f74ec4a891e170002ab,574d49bdec4a891a75000354
574d83b7ec4a899420000411,574d06acec4a891a75000347
574dabccec4a891a75000360,574c7fe4ec4a8916fc0002b4
574db1b0ec4a899420000413,574db0f5ec4a891e170002b4
574db45eec4a891a75000364,574c6937ec4a8916fc0002ac
574db480ec4a899420000417,574cc0e3ec4a891a7500033b
574db741ec4a891a75000366,574d1cb6ec4a891a75000351
574db8cbec4a89942000041a,574db0f5ec4a891e170002b4
574db94aec4a8916fc0002de,574d0c41ec4a891a75000349
574dbd4eec4a89942000041c,574db0f5ec4a891e170002b4
574dc2a1ec4a891a7500036b,574db808ec4a899420000419
574dc447ec4a89942000041f,574db0f5ec4a891e170002b4
574de1e2ec4a891e170002ba,574db0f5ec4a891e170002b4
574de475ec4a899420000425,574db0f5ec4a891e170002b4
574deaecec4a899420000427,574d0c41ec4a891a75000349
574df10bec4a899420000428,574da08cec4a891a7500035e
574e0017ec4a89942000042d,574d0c41ec4a891a75000349
574e0f64ec4a8916fc0002ed,574dff29ec4a8916fc0002ea
574e1c40ec4a89942000042f,574cfc97ec4a891a75000343
574e2ac4ec4a891e170002c0,574d49bdec4a891a75000354
574e3504ec4a899420000436,574dc15cec4a891a7500036a
574e3d9eec4a891e170002c3,574c81ffec4a8994200003e3
574e5ab6ec4a899420000439,574dc15cec4a891a7500036a
574e5bf8ec4a89942000043a,574e48e2ec4a891e170002c4
574e5de9ec4a8916fc0002fe,574d49bdec4a891a75000354
574e79e9ec4a891e170002d4,574d49bdec4a891a75000354
574f0aacec4a89942000044e,574e5a00ec4a899420000437
574f4d5dec4a899420000450,574cfc97ec4a891a75000343
574f55b1ec4a891e170002d7,574e5961ec4a8916fc0002fa
574f5cd8ec4a899420000451,574e5a5bec4a8916fc0002fb
574f6734ec4a8916fc000313,574f241eec4a8916fc00030f
574f676fec4a891e170002d9,574e6ddeec4a8916fc00030b
574f69fdec4a891e170002db,574e6632ec4a891a7500037c
574f6f8fec4a891a75000389,574e5a00ec4a899420000437
574f6fbbec4a891a7500038a,574e5a5bec4a8916fc0002fb
574f9af4ec4a891e170002dc,574b7410ec4a891a7500031b
57504a46ec4a8916fc000318,574d49bdec4a891a75000354
5750617dec4a891a75000394,574e5a00ec4a899420000437
575061beec4a891e170002e1,574e5a00ec4a899420000437
57506252ec4a8916fc000319,574e5a00ec4a899420000437
57506742ec4a891e170002e4,574f241eec4a8916fc00030f
575067ffec4a891e170002e5,574f241eec4a8916fc00030f
575068baec4a899420000460,574e5a00ec4a899420000437
5750824eec4a899420000463,57503591ec4a891a75000391
5750a54fec4a891a7500039d,57509e73ec4a8916fc00031e
5750c5bfec4a891a7500039e,574e5a00ec4a899420000437
5750cdecec4a891a7500039f,5750bfc1ec4a891e170002ef
5750d275ec4a8916fc000324,574e5a00ec4a899420000437
5750d2f9ec4a899420000464,574e5a00ec4a899420000437
5750d5caec4a899420000465,574f241eec4a8916fc00030f
5750ed5cec4a8916fc000328,574f241eec4a8916fc00030f
5750efddec4a891a750003a6,574e5a00ec4a899420000437
5752129eec4a8916fc00032d,5751a075ec4a89942000046b
5755a174ec4a891e170002f9,574b7410ec4a891a7500031b
57561ddcec4a891a750003b3,574c7c8aec4a8916fc0002b2
5756b024ec4a891e170002fd,57560120ec4a8916fc000337
5756ba4bec4a891a750003b5,57563d05ec4a891a750003b4
575736d8ec4a891e170002fe,574e5b79ec4a891e170002ca
5757673fec4a8916fc00033b,5755f40eec4a891a750003b1
57584b56ec4a89942000047d,57584365ec4a8916fc000340
57598231ec4a891e17000309,5758a765ec4a891a750003bf
575acb0aec4a8916fc000348,5759dd03ec4a89942000048b
575af637ec4a899420000492,575acf0eec4a891a750003c5
575c2dd1ec4a891a750003c9,575af5e5ec4a891e1700030e
575c49bfec4a891e17000314,5759d93fec4a8916fc000347
575f2aa5ec4a8994200004b9,575d95feec4a891e17000319
57602b45ec4a891a750003e8,57584012ec4a8916fc00033f
5760d699ec4a8994200004c3,575acf0eec4a891a750003c5
57615077ec4a891a750003ee,57614f83ec4a8994200004c4
5762e2beec4a8994200004cc,575d95feec4a891e17000319
5762e349ec4a8994200004cd,575acf0eec4a891a750003c5
57645f74ec4a891e1700033c,57633adbec4a8994200004d0
57646b95ec4a8994200004d3,5763418bec4a891e1700033a
5764a10cec4a8916fc000380,57633bb7ec4a891a750003f2
576610dcec4a891e17000340,5761e333ec4a8916fc000370
5768548cec4a8994200004f9,5763418bec4a891e1700033a
57685511ec4a891e1700034d,5761e333ec4a8916fc000370
576859e0ec4a891a7500041d,57633adbec4a8994200004d0
576869b5ec4a8994200004fe,57614f83ec4a8994200004c4
57686b0bec4a891e17000352,5762dca1ec4a8916fc000374
57686d97ec4a899420000501,57633adbec4a8994200004d0
57687be1ec4a891e17000356,57649823ec4a8994200004da
5769c64bec4a8916fc0003b5,5761e563ec4a8916fc000371
5769e713ec4a891e1700036c,57694378ec4a8916fc0003af
5769ed97ec4a89942000051e,5769ed46ec4a891e1700036d
576a0d24ec4a8916fc0003ba,57694378ec4a8916fc0003af
576aadffec4a891e17000373,5769ed46ec4a891e1700036d
576ab0baec4a8916fc0003bb,575af5e5ec4a891e1700030e
576b299cec4a89942000052a,576a0b64ec4a89942000051f
576c1496ec4a891e1700037f,57673885ec4a8994200004eb
576c8cd2ec4a8916fc0003ca,576bf7ecec4a8916fc0003c5
576c90f8ec4a891e17000382,576bf7ecec4a8916fc0003c5
576d4cfcec4a891e17000385,576bf293ec4a8916fc0003c4
576d4ff9ec4a8916fc0003cc,576bf293ec4a8916fc0003c4
576d5156ec4a891a7500044a,576a0b64ec4a89942000051f
576d5187ec4a891a7500044b,576bf134ec4a891e1700037d
576d97afec4a8916fc0003cd,576d2d1aec4a899420000531
576da66fec4a891e17000386,57634391ec4a891a750003f3
576da72dec4a899420000536,576869f4ec4a8994200004ff
576da81bec4a891a7500044e,5762dca1ec4a8916fc000374
576e0ffdec4a899420000539,5769ed46ec4a891e1700036d
576e2012ec4a8916fc0003d3,576d2d1aec4a899420000531
576e218eec4a891a75000454,576e1cf5ec4a89942000053e
576e9ac8ec4a891a75000459,576e1cf5ec4a89942000053e
576eb7caec4a899420000547,576e991aec4a891a75000457
576f0f22ec4a891a75000464,576ecee2ec4a89942000054a
5770473dec4a891a75000475,576e1cf5ec4a89942000053e
57704885ec4a891a75000476,576e1cf5ec4a89942000053e
5770723aec4a899420000570,576f31b3ec4a891a75000468
5770987cec4a899420000580,576f31b3ec4a891a75000468
57713be8ec4a8916fc0003fb,5762dca1ec4a8916fc000374
57713c46ec4a891e170003bf,57633adbec4a8994200004d0
577153d5ec4a891e170003c7,576fe791ec4a891a7500046d
57715c5aec4a8916fc000409,576e991aec4a891a75000457
57729c7eec4a8994200005af,57712a84ec4a8916fc0003f7
5773f050ec4a891e170003ee,577334ecec4a8994200005b6
5773f51fec4a8994200005bb,5773f3fdec4a891e170003ef
5773fe4eec4a8994200005bc,57712b4eec4a891a75000490
57740c60ec4a8994200005bf,57712b4eec4a891a75000490
57740e2fec4a891e170003f4,5773f3fdec4a891e170003ef
57741d68ec4a891a750004ac,5773f3fdec4a891e170003ef
5778502bec4a8916fc000429,5769cbb3ec4a8916fc0003b6
5778a36aec4a8994200005d0,5778a11bec4a8916fc00042a
577dcbf7ec4a891a750004cd,577d1706ec4a8994200005ec
577f17bdec4a891e17000424,577dd9e9ec4a891e17000423
57804a85ec4a891e17000430,577c02e4ec4a8994200005e4
57804c30ec4a891e17000431,577bc077ec4a891e17000412
5784060bec4a891e17000448,5783cf0aec4a89942000060a
57847d8eec4a891a750004f2,577d1db1ec4a891a750004cc
5786f556ec4a891e17000466,5783cf0aec4a89942000060a
5786f752ec4a891e17000467,57864147ec4a891e1700045f
5787ac26ec4a899420000624,57864147ec4a891e1700045f
578ab92aec4a89942000062d,5783cf0aec4a89942000060a
578e5a4cec4a899420000647,5783cf0aec4a89942000060a
578ed0b8ec4a891a75000533,57830e93ec4a891a750004e6
578ed82eec4a891a75000534,57878458ec4a8916fc000479
57902d43ec4a894498000006,578fc107ec4a894498000002
5790d651ec4a896c9b000006,57904da8ec4a896c9b000003
5790d6f2ec4a8938d4000007,57878458ec4a8916fc000479
5792386bec4a896c9b00000e,57916e31ec4a89449800000c
5792582aec4a89c76100000c,579229abec4a894498000010
