comment_id,comment_text,true_aspect,true_sentiment,confidence,course
http://example.org/tic-absa/comment/63921cf0ec4a89d0f30001b9,por favor pido muy comedidamente revice este apartado de discusión ya que es la única manera como estudiantes de este curso contactarla,Actividades,Negativo,0.8,course-v1:UTPL+HG18+2022_2
http://example.org/tic-absa/comment/5e9e5917ec4a899534000008,el test final no me aparece en la plataforma,Evaluacion,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5eb1fabdec4a89a684002199,"Estimada docente, Tengo algunas dudas, ojalá pudiera ayudarme.",Tutoria,Neutral,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5edb0398ec4a89a9a80042fb,por la extensión del tiempo de entrega,Actividades,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5acbc5ceec4a89ecb60012f9,este curso me interesa bastante para adquirir más conocimientos,General,Positivo,0.9,course-v1:UTPL+HG-Ed8+2018_1
http://example.org/tic-absa/comment/5ed91900ec4a89a6840042e9,no deben subirlo aquí sino directamente en el reto.,Retos,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5cb7dd8bec4a8968410002cc,es un gusto poder participar en este curso,Contenido,Positivo,0.9,course-v1:UTPL+HG11+2019_1
http://example.org/tic-absa/comment/5e9bb3d5ec4a89e704000042,"Por favor lea las instrucciones y hagalas en su casa, debe ir haciendo un reporte fotografico que al final lo resumira en una infografia que sera lo que debe presentar.",Actividades,Neutral,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5c05f662ec4a89a5b10001aa,estoy muy emocionada de poder adquirir conocimientos sobre esta temática muy interesante,General,Positivo,0.9,course-v1:UTPL+HG10+2018_3
http://example.org/tic-absa/comment/5eda4b10ec4a899534003ed8,no fui la única con el problema de la subida del RETO,Plataforma,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e96416eec4a8927a20006d7,muy gustoso de participar en este foro,Tutoria,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9e3a69ec4a89d9510008ce,nuestros educandos deberían ir adquiriendo conocimientos de como producir alimentos sanos.,Contenido,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/58ec0d7dec4a8944980012f2,estoy encantada de estar en este curso,Actividades,Positivo,0.9,course-v1:UTPL+HG-Ed4+ABR_2017
http://example.org/tic-absa/comment/589b62bfec4a8938d4000a45,solicito de la manera más comedida se sirva corregir y revisar la calificación.,Evaluacion,Negativo,0.9,course-v1:UTPL+HG-Ed3+2017-FEB
http://example.org/tic-absa/comment/5b1a95f6ec4a89c2cf00074c,Los contenidos de la primera semana se encuentran disponibles,Contenido,Positivo,0.9,course-v1:UTPL+EVOLFUND2+2018_2
http://example.org/tic-absa/comment/5ed5b33dec4a899534003c34,se encuentra en Semana 4 Propagación de hortalizas,Actividades,Neutral,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5cb8af59ec4a89a9ae0002fc,es un gusto poder interactuar por este medio con esta materia que hemos tomado en común.,General,Positivo,0.9,course-v1:UTPL+HG11+2019_1
http://example.org/tic-absa/comment/5ecbff29ec4a89a9a80037da,había respuestas que no encontraba en ningún lado,Tutoria,Negativo,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e95f48dec4a898e13000071,estoy muy contenta de poder compartir este espacio con todos ustedes,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5acbc5ceec4a89ecb60012f9,este curso me interesa bastante para adquirir más conocimientos,Tutoria,Positivo,0.9,course-v1:UTPL+HG-Ed8+2018_1
http://example.org/tic-absa/comment/5e9b7169ec4a89f904000b40,mi nombre es Cristina y aspiro a que todos los conocimientos que vayamos adquiriendo los pongamos en práctica para nuestra superación personal.,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5edf0487ec4a8973150045da,Lamento mucho que se haya dado mucho inconveniente por falta de lectura de los ítems.,Evaluacion,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5edec76aec4a897315004592,por favor solicitaría si pueden habilitar la plataforma,Evaluacion,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/68105aa1ec4a897e06000070,eso mismo no aparece el reto que hay que hacer,Evaluacion,Negativo,0.9,course-v1:UTPL+HG23+2025_1
http://example.org/tic-absa/comment/5eda6ef8ec4a8973150042f6,las fechas e indicaciones estaban claramente indicadas en la actividad.,Actividades,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9a6fa1ec4a890c830006e8,"totalmente en cuarentena, y decidido a adquirir nuevos conocimientos sobre cultivos de huertos familiares",General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e95f4ceec4a898e13000077,entré a este curso esperando aprovechar el tiempo para adquirir conocimientos sobre evolución,Contenido,Positivo,0.8,course-v1:UTPL+EVOLFUND5+2020_1
http://example.org/tic-absa/comment/5e9b3d94ec4a89e2a50009d3,estoy muy contenta de participar en este curso de Huertos Familiares,Actividades,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/59545b6bec4a89648700036d,CON LO QUE HE APRENDIDO ESTOY CONFORME,Contenido,Positivo,0.8,course-v1:UTPL+HG-Ed5+2017_JUN
http://example.org/tic-absa/comment/59dd5e75ec4a89ecb60006f1,un gusto compartir este curso y adquirir nuevos conocimientos.,General,Positivo,0.9,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5c3e7d0fec4a89d720000317,me puede dar un fecha para dar el test.,Evaluacion,Neutral,0.9,course-v1:UTPL+HG9+2018_2
http://example.org/tic-absa/comment/5c0acd79ec4a892f07000422,sera un gusto compartir con ustedes este curso.,General,Positivo,0.9,course-v1:UTPL+HG10+2018_3
http://example.org/tic-absa/comment/5f9ab2d2ec4a8981a1000467,En el primer día decía un foro y no pude participar.,Tutoria,Positivo,0.9,course-v1:UTPL+HG14+2020_2
http://example.org/tic-absa/comment/5e97ff4cec4a89aa85000080,mi espectativa es aprender mucho sobre el tema de huertos familiares,Contenido,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9dd823ec4a898ced0006bb,mi nombre es Cristina y aspiro a que todos los conocimientos que vayamos adquiriendo los pongamos en práctica para nuestra superación personal.,General,Positivo,0.9,course-v1:UTPL+EVOLFUND5+2020_1
http://example.org/tic-absa/comment/5e97cc0fec4a8910eb000078,un saludo cordial a la docente y a todos los estudiantes que acertada mente han decidido capacitarse por medio de estos cursos,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ecdb10aec4a8973150039fd,HAY MUCHAS INCONSISTENCIAS EN LOS TEST,Retos,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5c086d3fec4a89a5b100041e,soy una apasionada en adquirir nuevos conocimientos,General,Positivo,0.9,course-v1:UTPL+HG10+2018_3
http://example.org/tic-absa/comment/5e98f7abec4a89779e0000cb,me parece bien las clases de agricultura,Actividades,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ed993b0ec4a89a684004343,NO APARECE AL PAR QUE LE TOQUE CALIFICAR,Contenido,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5cb6adf8ec4a89109f000216,Con todo entusiasmo espero obtener conocimientos sobre esta materia,Tutoria,Positivo,0.9,course-v1:UTPL+HG11+2019_1
http://example.org/tic-absa/comment/5e97b25dec4a89a036000031,Me encanta esta iniciativa de la UTPL,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ecd3ec0ec4a899534003618,el curso de Huertos familiares adolece de errores tanto en la presentación de los temas,Tutoria,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5cba38e2ec4a89109f0003e9,Buena tarde estimada tutora y compañeros.,Tutoria,Positivo,0.9,course-v1:UTPL+HG11+2019_1
http://example.org/tic-absa/comment/5e9938b1ec4a8990b3000048,Estoy contenta de formar parte de Open Campus,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/65484db0ec4a89c79d000720,en ambas se presenta el mismo problema que no se encuentra activo el botón de guardar,Actividades,Negativo,0.9,course-v1:UTPL+HG20+2023_2
http://example.org/tic-absa/comment/5e961ad1ec4a8927a200023a,me interesa aprender el curso debido a que en la actualidad es muy imoortante el tema de la seguridad alimentaria,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9baa25ec4a897f1400000a,gracias a la Universidad de Loja por haberme dado la oportunidad de de realizar este curso en estos momentos tan difíciles de de confinamiento.,Contenido,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e98c3c4ec4a89516a0003e3,Estoy muy gustosa de tomar este curso y compartir con mis compañeros y docente.,Actividades,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/6566628cec4a8969ac00005e,hemos decidido extender las fechas para facilitar su participación de la mejor manera posible.,Retos,Positivo,0.9,course-v1:UTPL+HG20+2023_2
http://example.org/tic-absa/comment/65666262ec4a8969ac00005c,hemos decidido extender las fechas para facilitar su participación de la mejor manera posible.,Videos,Neutral,0.9,course-v1:UTPL+HG20+2023_2
http://example.org/tic-absa/comment/5ae07d0aec4a89253000000b,no se ve reflejado las autoevaluaciones pese al estar cumplidas,Evaluacion,Negativo,0.9,course-v1:UTPL+EVOLFUND+2018_1
http://example.org/tic-absa/comment/59dd68c6ec4a8964870007b9,es un gusto y un placer poder compartir este curso con todos los presentes,General,Positivo,0.9,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5b078207ec4a89af170020b9,si me puede habilitar por 1 hora los retos 1 parte 2 y 3 y el reto 2 para enviar los tengo desarrollados.,General,Positivo,0.8,course-v1:UTPL+EVOLFUND+2018_1
http://example.org/tic-absa/comment/5ad22fedec4a896487001a3e,me interesa los temas del curso,Actividades,Positivo,0.9,course-v1:UTPL+HG-Ed8+2018_1
http://example.org/tic-absa/comment/5e94625aec4a89789c00099c,es un gusto formar parte es este curso,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e964425ec4a8927a2000723,considero muy interesante los temas a tratarse en el presente curso,Contenido,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5f9792bfec4a89afaa0002af,tal vez nos puedan ayudar con un contacto de docente tutor para realizar consultas.,Tutoria,Neutral,0.7,course-v1:UTPL+HG14+2020_2
http://example.org/tic-absa/comment/5e9783a6ec4a89e67c0010a2,Me parece interesante este curso,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ec6e95eec4a89a9a80033b4,VEO EL CURSO SUPER INTERESANTE HE APRENDIDO UN MONTON,Plataforma,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/6079be72ec4a89ffd4000f71,en las próximas evaluaciones pongan bien estructuradas las preguntas,Evaluacion,Negativo,0.9,course-v1:UTPL+HG15+2021_1
http://example.org/tic-absa/comment/5ea64925ec4a89a684000fca,Me pasó lo mismo con el test 2.,Evaluacion,Neutral,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5a4fd183ec4a89f42b001162,a cuales test se refiere para poder revisar.,Evaluacion,Neutral,0.8,course-v1:UTPL+HG-Ed7+2017_DIC
http://example.org/tic-absa/comment/5947f9d0ec4a89af17000056,es muy grato para mi poder formar parte en este curso,General,Positivo,0.9,course-v1:UTPL+HG-Ed5+2017_JUN
http://example.org/tic-absa/comment/588a15ebec4a8944980009cc,"quisiera que se nos despeje algunas dudas referente al Test No. 1, porque si hay errores de respuestas.",Evaluacion,Negativo,0.9,course-v1:UTPL+HG-Ed2+2017_ENE
http://example.org/tic-absa/comment/5e9d0efdec4a892278000486,Por error envié mi evaluación sin realizar otro intento,Evaluacion,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/674f93edec4a89983a000022,Los cortes de luz en semanas anteriores fue crítico para todos.,Retos,Negativo,0.9,course-v1:UTPL+HG22+2024_2
http://example.org/tic-absa/comment/5eaf11b4ec4a897315001c6d,esta de armar un grupo y ayudarnos,Tutoria,Positivo,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5fc5b2c8ec4a898381001255,la 2da parte del reto aún falta por calificar,General,Negativo,0.9,course-v1:UTPL+HG14+2020_2
http://example.org/tic-absa/comment/5e9b877dec4a896254000bda,"respecto del Municipio de Quito en mi caso, parece que están dando cursos sobre este tema",General,Neutral,0.7,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/59df80f0ec4a896487000924,sera un gusto compartir este curso con todos ustedes.,General,Positivo,0.9,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5ea26ee7ec4a897315000867,"tengo dudas con las notas en la primera semana realicé el test, participé en el foro y la nota es un poco bajano se si se deba a que falta el reto",Evaluacion,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9e7f6dec4a89a9a800009a,Estoy muy entusiasmado en adquerir nuevos conocimientos.,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/66444d03ec4a8980b80001e1,hay mucha confusión con las fechas.,Retos,Negativo,0.9,course-v1:UTPL+HG21+2024_1
http://example.org/tic-absa/comment/5f8e253cec4a89a68400553d,Complacido de participar en este curso,General,Positivo,0.9,course-v1:UTPL+HG14+2020_2
http://example.org/tic-absa/comment/5e97ef5eec4a89beb9000026,tengo mucho interés por aprender y poner en práctica lo que aquí me enseñen.,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9676a4ec4a89906f0001be,estoy parcipando en este curso con mucho agrado,Contenido,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9a3b58ec4a8962540004e5,estoy muy fascinado por el curso,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5913d733ec4a89aa4a000063,no hay tutor que responda ni ayude,Tutoria,Negativo,0.9,course-v1:UTPL+HG-Ed4+ABR_2017
http://example.org/tic-absa/comment/5ea114b6ec4a8973150005fb,se me hace difícil cumplir con el reto,Retos,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/595ea9ebec4a89f42b000378,me llamo la atencion este curso,General,Positivo,0.9,course-v1:UTPL+HG-Ed5+2017_JUN
http://example.org/tic-absa/comment/67580f8cec4a89908e000038,"Se me pasó la fecha por alto, estaba estudiando para los exámenes el fin de semana.",Evaluacion,Negativo,0.9,course-v1:UTPL+HG22+2024_2
http://example.org/tic-absa/comment/5c11fd6bec4a89a5640000c9,para este nuevo curso espero lograr adquirir los conocimientos las técnicas necesarias,General,Positivo,0.9,course-v1:UTPL+HG10+2018_3
http://example.org/tic-absa/comment/5e9a366eec4a89e2a50004d0,"mi pregunta es, de que se trata el reto y como debemos realizarlo.?",Retos,Neutral,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9a2cd2ec4a89e2a500044b,Estoy muy entusiasmado por iniciar este curso,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9793edec4a89906f0011e5,La estrategia de trabajo me gusta.,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5af8e27dec4a892530000227,gracias por la atencion brindada,Tutoria,Positivo,0.9,course-v1:UTPL+EVOLFUND+2018_1
http://example.org/tic-absa/comment/589bea0dec4a896c9b000ae0,es importante aprender acerca técnicas y huertos familiares,General,Positivo,0.9,course-v1:UTPL+HG-Ed3+2017-FEB
http://example.org/tic-absa/comment/5cbccc4bec4a89924000047d,es un gusto poder compartir con todos ustedes este espacio de aprendizaje,Tutoria,Positivo,0.9,course-v1:UTPL+HG11+2019_1
http://example.org/tic-absa/comment/59dcf7f7ec4a89af170006f9,es un placer compartir con ustedes este curso,Actividades,Positivo,0.9,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5e942ee5ec4a89aaf300029f,me parece un muy buen método para aprender,General,Positivo,0.9,course-v1:UTPL+EVOLFUND5+2020_1
http://example.org/tic-absa/comment/646d6b1eec4a89d0f3000580,nos ayude por favor habilitando el link del reto 2 se ha cerrado,Retos,Negativo,0.9,course-v1:UTPL+HG19+2023_1
http://example.org/tic-absa/comment/5cbab6d6ec4a89a9ae000399,encantado de iniciar este nuevo curso,General,Positivo,0.9,course-v1:UTPL+HG11+2019_1
http://example.org/tic-absa/comment/5ef52854ec4a89a9a8004ad9,Saben cuándo estarán listos los resultados y el certificado?,Evaluacion,Neutral,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ed439faec4a89a9a8003e3d,las preguntas no estaban en el material que generan aquí,Evaluacion,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5c07565cec4a89d342000245,mi objetivo es adquirir nuevos conocimientos y ponerlos en práctica tanto en la vida profesional como personal.,General,Positivo,0.9,course-v1:UTPL+HG10+2018_3
http://example.org/tic-absa/comment/58a4579aec4a896c9b000ce3,no encuentro ningún problema con los Test 1 y 2,Plataforma,Neutral,0.8,course-v1:UTPL+HG-Ed2+2017_ENE
http://example.org/tic-absa/comment/653f0a12ec4a89184f000784,"No puedo realizar la evaluación, no existe un botón para el envío de la encuesta",Evaluacion,Negativo,0.9,course-v1:UTPL+HG20+2023_2
http://example.org/tic-absa/comment/58ec3469ec4a894498001347,este curso es de mucha importancia,General,Positivo,0.9,course-v1:UTPL+HG-Ed4+ABR_2017
http://example.org/tic-absa/comment/5e96a16eec4a897eb10005f8,pienso que la agricultura es indispensable en cada nación,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9a4431ec4a89625400055c,cual es el cuestionario que estan hablando ??,Evaluacion,Neutral,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ea0cee3ec4a89a68400052f,estoy complacido de haber encontrado esta posibilidad de capacitarme en el cultivo de huertos familiares,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/664e3111ec4a89d5bf0001fd,La tutora muy gentilmente nos envió un correo recordatorio,Tutoria,Positivo,0.9,course-v1:UTPL+HG21+2024_1
http://example.org/tic-absa/comment/5e96f52bec4a89c1a90006c3,No he podido acceder a la plataforma de la UTPL porque estaba colapsada.,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9b37faec4a89e2a50009b6,mi expectativa es de ampliar conocimientos,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9751e2ec4a897eb1000d64,me encanta la idea de aprender y conocer acerca de hacer huertos,Actividades,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5eb0d18bec4a89a684002061,"Mis expectativas son, aprovechar lo mas que pueda del curso",General,Neutral,0.5,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5a10640eec4a89f42b000ef5,Quisiera por favor que me ayude con la pregunta 2 del test 4,Tutoria,Negativo,0.9,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5b16efe0ec4a892530000529,gracias a la UTPL por esta plataforma que nos ayuda a educarnos,Plataforma,Positivo,0.9,course-v1:UTPL+HG9+2018_2
http://example.org/tic-absa/comment/5a20e6f4ec4a89af170011a2,hoy mismo se cerro el cuestionario dejándome sin nota.,Tutoria,Negativo,0.9,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5876df54ec4a8944980008ec,estimada tutora le pedimos atienda a nuestros pedidos.,Tutoria,Positivo,0.8,course-v1:UTPL+HG+2016
http://example.org/tic-absa/comment/5edf02f3ec4a8973150045d5,sin embargo a pedido de algunos participantes que tenían inconvenientes con el Reto se habilito un par de días.,Retos,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/58ebe835ec4a8938d4001029,les deseo muchos exitos y bendiciones a todos,General,Positivo,0.9,course-v1:UTPL+HG-Ed4+ABR_2017
http://example.org/tic-absa/comment/59dec7abec4a89af170008b5,no veo que conste en el folleto proporcionado,Actividades,Negativo,0.8,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5ff4765fec4a8981a1001746,Agradezco su amabilidad de contestar el mensaje.,Actividades,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/58ae70a9ec4a89c761000de7,ya no pude realizarlo por cuanto ya esta cerrado y no me permite subir el archivo.,Actividades,Negativo,0.9,course-v1:UTPL+HG-Ed2+2017_ENE
http://example.org/tic-absa/comment/5eacc439ec4a89a9a800191f,ya veo que puedo hacer . gracias,Retos,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5eb8e069ec4a89a68400272c,QUE SUSTO RECIEN TERMINE EL TEST DE LA SEMANA CUATRO.,Evaluacion,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e9692d7ec4a897eb10004cb,tengo muchas ganas de aprender sobre huertos familiares.,Contenido,Neutral,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ed28584ec4a897315003d3d,no entiendo la necesidad de enviar las actividades cuando claramente se indica que no tiene ningún puntaje,Actividades,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5948a8f6ec4a89648700012f,considero que este tema de los huertos familiares ayuda mucho,Contenido,Positivo,0.9,course-v1:UTPL+HG-Ed5+2017_JUN
http://example.org/tic-absa/comment/589bd7b5ec4a896c9b000ac8,es importante conocer temas adicionales a mi carrera,General,Positivo,0.9,course-v1:UTPL+HG-Ed3+2017-FEB
http://example.org/tic-absa/comment/5ed99f0fec4a89a684004352,lamentablemente por cualquiera que hayan sido las razones el compañero a ser evaluado no pudo cargar la imagen,Evaluacion,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ebebad7ec4a8995340029c7,sale incorrecto pero es la respuesta correcta.,Retos,Neutral,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/656662bfec4a892e9f000058,hemos decidido extender las fechas para facilitar su participación de la mejor manera posible.,Videos,Neutral,0.9,course-v1:UTPL+HG20+2023_2
http://example.org/tic-absa/comment/59dc2a13ec4a89f42b0005b9,un gusto poder conocer sobre este curso HUERTOS FAMILIARES,Contenido,Positivo,0.8,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5e988809ec4a89197b000122,me siento muy contenta de participar del curso,Contenido,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5edf0487ec4a8973150045da,Lamento mucho que se haya dado mucho inconveniente por falta de lectura de los ítems.,Evaluacion,Neutral,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5eb1fabdec4a89a684002199,"Estimada docente, Tengo algunas dudas, ojalá pudiera ayudarme.",Actividades,Neutral,0.8,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/68105aa1ec4a897e06000070,eso mismo no aparece el reto que hay que hacer,Retos,Negativo,0.9,course-v1:UTPL+HG23+2025_1
http://example.org/tic-absa/comment/5e97bb82ec4a899b930000d1,tengo expectativas en este curso,Actividades,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5ea9dab3ec4a89a684001478,sacque 4 ahora tengo que leer otros textos para tener mejor elementos para contestar los test,Contenido,Positivo,0.7,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e98fcf8ec4a89ab0800011d,deseo aprender sobre huertos familiares y cultivos orgánicos,General,Positivo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/5e991ab6ec4a89ab080002b6,no ven en este proceso algo positivo y ven sus resultados lejanos y con poco positivismo,General,Negativo,0.9,course-v1:UTPL+HG13+2020_1
http://example.org/tic-absa/comment/59f63a2dec4a89ecb6000d01,Esta es una gran fuente donde puedes mejorar tus conocimientos,General,Positivo,0.9,course-v1:UTPL+HG-Ed6+2017_OCT
http://example.org/tic-absa/comment/5ec85fabec4a89a684003580,Menos mal que no es materia obligatoria de pensum porque ahi sí estuvieramos fritos.,Evaluacion,Neutral,0.9,course-v1:UTPL+HG13+2020_1
