base_course,course_id,comment_id,comment_created_at,text,word_count,votes,thread_id,thread_title,thread_created_at,parent_id
HG,course-v1:UTPL+HG+2016,5848624bec4a896c9b0006bc,,"Concidero que la Agricultura urbana y Periurbana es un actividad productiva que contribuye a las familias a optener producutos agricolas que han cultivado ellos mismos, conocen su tratamiento y manipulacion de los productos que estan concumiendo, a mas que ayudan ha su economia. En la actualida la cuidad a crecido en un gran dimencion y en las cuidad ya no existe areas que se destinen a la actividad agricola, pienso que la agricultura urbana y su manera de realizarla ayudan a las familas que viv",104,0,58481025ec4a896c9b0006b5,AGRICULTURA URBANA Y PERIURBANA,,
HG,course-v1:UTPL+HG+2016,584888beec4a896c9b0006be,,"Abarca una mezcla compleja y diversa de actividades productivas de alimentos, inclusive la pesca y la silvicultura, en numerosas ciudades tanto del mundo desarrollado como del mundo en desarrollo. Contribuye a la disponibilidad de alimentos, proporciona empleo e ingresos y puede contribuir a la seguridad alimentaria y a la nutrición de la población urbana.",54,0,58481025ec4a896c9b0006b5,AGRICULTURA URBANA Y PERIURBANA,,
HG,course-v1:UTPL+HG+2016,5848cd1cec4a8938d40006c3,,"A mi también me pasa lo mismo, si alguien sabe por favor avisenos.",13,0,5848c698ec4a894498000763,Test 1 se ha eliminado!!!,,
HG,course-v1:UTPL+HG+2016,58498782ec4a89449800076f,,"Buenos días, yo tuve el mismo problema, el TEST 1 tuvo muchísimas fallas y en el TEST 2 formulan preguntas que no están entre la materia que nos proporcionaron y al tratar de investigar el resultado fué contrario, creo que debe haber una persona responsable de la elaboración tanto del material como de la creación de los test y deberían coincidir. La verdad hasta ahora me parece que el curso no está desarrollado con la necesaria atención que merece y está dando muchos problemas a todas las person",120,0,5848df18ec4a896c9b0006c7,ERROR EN LOS CONTENIDOS DEL CURSO,,
HG,course-v1:UTPL+HG+2016,5849a759ec4a8938d40006cb,,"En mi caso el test 1 aparece en el progreso el que desapareció es el TEST 2 que también estuvo pésimo pero ya lo había resuelto, antes me aparecía el progreso de las dos semanas con su respectivo TEST y ahora solo me aparece el número 1 y sin opción de hacer el test2, ¿quién podrá ayudarnos?? auxilio!",58,0,5848c698ec4a894498000763,Test 1 se ha eliminado!!!,,
HG,course-v1:UTPL+HG+2016,584acfb3ec4a8938d40006da,,"Buenos días Estoy de acuerdo en lo manifestado por la compañera. El tema es muy interesante pero los contenidos son incompletos, los tests no son claros y no tienen relación con los contenidos.",33,0,5848df18ec4a896c9b0006c7,ERROR EN LOS CONTENIDOS DEL CURSO,,58498782ec4a89449800076f
HG,course-v1:UTPL+HG+2016,584b529bec4a896c9b0006e8,,Es verdad en el test uno en algunas preguntas solo podia escoger una opcion y al finalizar la revision muestran dos opciones . Por favor corregir.,26,0,584af29aec4a8938d40006db,TEST 1 Y 2,,
HG,course-v1:UTPL+HG+2016,584da629ec4a896c9b000703,,Buenas tardes igualmente el test 1 me fue pèsimo favor darnos otra oportunidad porque las preguntas no estàn acordes con la informaciòn. gracias.,23,0,584af29aec4a8938d40006db,TEST 1 Y 2,,584b529bec4a896c9b0006e8
HG,course-v1:UTPL+HG+2016,584ee6ccec4a89c7610006ad,,"Coincido con la compañera, hay preguntas que no se encuentran en la información subida",14,0,5849b358ec4a894498000772,REVISAR TEST 2,,
HG,course-v1:UTPL+HG+2016,584f4130ec4a89c7610006b2,,"Me parece muy importante remarcar que dentro de la soberanía alimentaria juega un rol muy importante la preservación de la diversidad genética, recuperando las especies nativas ancestrales. Este punto se incluye en el Programa de Agricultura urbana en Bogota, Colombia que se cita en el texto del documento PDF sobre Agricultura Urbana y periurbana en Lima, Perú.",57,0,584edd81ec4a8938d400070a,Agricultura Urbana y Periurbana,,
HG,course-v1:UTPL+HG+2016,584f75a2ec4a89c7610006b5,,"Estimado participante, el cuestionario ha sido corregido a su debido tiempo.....",11,0,584af29aec4a8938d40006db,TEST 1 Y 2,,
HG,course-v1:UTPL+HG+2016,58500a28ec4a8944980007d1,,LO VOY HACER YO TAMBIEN,5,0,584f4847ec4a8944980007ca,SALIDA CURSO,,
HG,course-v1:UTPL+HG+2016,58504bd5ec4a8938d4000715,,"Buenas tardes con todos, desde mi punto de vista las dos opciones son viables para el desarrollo tanto la urbana que mejora muchos la calidad alimentaria de las personas como la peri urbana necesaria para el desarrollo económico de las personas y que con esto contribuyen también con producción para la población que no practica la siembra de sus alimentos.",60,0,58481025ec4a896c9b0006b5,AGRICULTURA URBANA Y PERIURBANA,,
HG,course-v1:UTPL+HG+2016,585089cdec4a896c9b00072b,,"Estoy pensando en lo mismo, yo aprobé recién Manejo del Recurso Suelo y Conocimientos de Plantas ancestrales, y fue totalmente distinto. Incluso mucha de la información no nos permite descargar.",30,0,584f4847ec4a8944980007ca,SALIDA CURSO,,
HG,course-v1:UTPL+HG+2016,5854ba84ec4a8944980007f1,,"Estimada docente comparto la misma preocupacion del compañero Barragan de que los test tienen errores por ejemplo en el test 2 en las preguntas 2 y 8 se pide ELIJA AL MENOS 2 OPCIONES DE RESPUESTA, pero el cursor solo permite elegir una lo que hace disminuir la calificación por favor traten de organizar mejor el curso. gracias",58,0,58540813ec4a8938d400072d,Problemas en test 1 y test 2,,
HG,course-v1:UTPL+HG+2016,585a8e0cec4a8938d400074b,,"Áreas cultivadas tienden a ser muy pequeñas m² De autoconsumo o recreativo Horticultura de pequeña escala Producción de hierbas y plantas medicinales La agricultura urbana se realiza dentro de una ciudad en .. MOOCs HUERTOS FAMILIARES Ciudades y poblados terrenos vacantes y subutilizados Áreas no construibles a lo largo de corrientes de agua, pistas, bajo líneas de alta tensión Terrenos sin aprovechar, patios, terrazas, balcones, techos, paredes,etc. . También puede existir agricultura con carac",88,0,585a048dec4a8938d4000748,AGRICULTURA URBANA Y PERIURBANA ,,
HG,course-v1:UTPL+HG+2016,585a9044ec4a8938d400074c,,Agricultura Urbana,2,0,585a048dec4a8938d4000748,AGRICULTURA URBANA Y PERIURBANA ,,585a8e0cec4a8938d400074b
HG,course-v1:UTPL+HG+2016,586c58f8ec4a896c9b0007ab,,Ahora no sale la nota del TEST 6,8,0,586a4b68ec4a89449800085d,PROGRESO,,
HG,course-v1:UTPL+HG+2016,58727122ec4a8944980008ad,,"Agricultura Urbana y periurbana las dos son muy importantes ya que de eso viven muchas personas, tanto como comerciantes y en la periurbana se ayudan las personas que siembran en casa en huertos pequeños para su buena alimentacion ya que estos no tienen muchos quimicos..",45,0,584f78adec4a8944980007cd,Agricultura Urbana y Periurbana,,
HG,course-v1:UTPL+HG+2016,5873de05ec4a896c9b0007db,,mi nota del test 6 no se refleja en el progreso ayuda por favor,14,0,586ea53aec4a896c9b0007bc,Test 6,,
HG,course-v1:UTPL+HG+2016,5873ee5aec4a8938d40007d5,,"Tanto la agricultura Urbana y Periurbana se ve en nuestro País, pero es un grupo reducidos de personas que hacen conciencia en el producto que se están llevando a la boca y por tal motivo ven si es orgánico y busca que el producto a consumir sea sin químicos. Pero existe el otro grupo grande que es consumista que no se interesa de su procedencia y mientras más grande sea la fruta, más satisfechos están. Ahora bien, si les diferenciamos un poco podemos decir que las agriculturas urbanas son más d",116,0,5871d0cfec4a8938d40007c8,ESTIMADOS NO APARECE EL RETO EN NINGUNA DE LAS UNIDADES. Y EN LA UNIDAD 6 NO APARECE LA CXALIFICACION APESAR DE HABER TERMINADO ACTIVIDADES.,,
HG,course-v1:UTPL+HG+2016,5875527bec4a8944980008c6,,necesitamos respuestas por favor,4,0,58710906ec4a896c9b0007cb,Progreso y notas del curso,,
HG,course-v1:UTPL+HG+2016,587591acec4a8944980008cd,,La agricultura urbana y pregurbana ah sido una buena forma de comecializacion de aliemntos que han promovido la sostenibilidad de sibilizaciones,21,0,5871d0cfec4a8938d40007c8,ESTIMADOS NO APARECE EL RETO EN NINGUNA DE LAS UNIDADES. Y EN LA UNIDAD 6 NO APARECE LA CXALIFICACION APESAR DE HABER TERMINADO ACTIVIDADES.,,
HG,course-v1:UTPL+HG+2016,58768457ec4a8938d40007ec,,Si por favor solucionen estos inconvenientes de urgencia,8,0,58767bd5ec4a8944980008dd,inquietud,,
HG,course-v1:UTPL+HG+2016,58768637ec4a8944980008e3,,Necesitamos soluciones de urgencia por favor.,6,0,58710906ec4a896c9b0007cb,Progreso y notas del curso,,5875527bec4a8944980008c6
HG,course-v1:UTPL+HG+2016,5876df54ec4a8944980008ec,,"estimada tutora le pedimos atienda a nuestros pedidos. Huertos familiares Estimados participantes El presente es para indicarles que la actividad final para el curso esta habilitada, la misma consiste en un test de todos los temas revisados durante el curso, es importante indicar que ésta actividad le servirá de repaso para las pruebas de validación que los estudiantes vayan a realizar en el presente bimestre. Por favor revise muy bien cada una de las preguntas antes de responder. Saludos cordia",107,0,58767bd5ec4a8944980008dd,inquietud,,
HG,course-v1:UTPL+HG+2016,587c2de7ec4a89c7610007b3,,"Estimado Participante, voy a revisar personalmente este inconveniente con los compañeros responsables de la plataforma....Saludos!",15,0,58776920ec4a8944980008ee,RESPONSABLES,,
HG,course-v1:UTPL+HG+2016,587d258fec4a896c9b00081d,,por favor seguimos esperando!!!,4,0,58776920ec4a8944980008ee,RESPONSABLES,,587c2de7ec4a89c7610007b3
HG,course-v1:UTPL+HG-Ed2+2017_ENE,587d8078ec4a8938d4000812,,"Creo que ambas porque a parte de generar ingresos sirve para autoconsumo,",12,1,587d4ed3ec4a8938d400080d,"Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,587d8648ec4a8938d4000814,,"yo vivo en el campo aca se practica mas la agricultura periurbana, ya que las familias tienen en su casas huertos organicos para el consumo de alimentos sanos y que saben de donde provienen. existen personas que tienen grandes extensiones de huertos y usan los productos para subsistir de su ganancia . estos productos se ven afectados en el invierno pero que con una buena organizacion en los huertos se los ha podido superar y tener produccion durante todo el año...",81,0,587d0678ec4a894498000911,Agricultura Periurbana,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,587d8791ec4a8938d4000815,,El auto consumo es lo que más se adapta a las condiciones sociales de la comunidad y es la más fácil de adaptarse a las necesidades de la población .,30,0,587d4ed3ec4a8938d400080d,"Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,587da4bfec4a89449800092a,,"Yo creo tanto la agricultura urbana como periurbana se deben desarrollar en las comunidades ya sean rurales como urbanos, ya que el objetivo es controlar la seguridad de los alimentos ya sean estos dados en lo urbano o en lo rural, a la vez que va a dar mas economía a los agricultores ya sean con el sistema periurbana como urbana.",61,0,587d4ed3ec4a8938d400080d,"Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,587e3ea5ec4a896c9b000835,,"A mi manera de ver la agricultura urbana y rural, deberían ser llevadas de la misma manera en mi ciudad la agricultura son muy diferentes en áreas rurales el apoyo del municipio es muy bajo. Concluyo que los dos tipos de agricultura son de una misma importancia.",47,0,587d4ed3ec4a8938d400080d,"Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,587fac0eec4a894498000954,,"Considero que los dos tipos de agricultura son necesarias dependiendo del lugar y el espacio donde se habite, pero donde yo vivo practicamos la agricultura urbana por ejemplo en mi casa yo tengo algunas plantas medicinales y vegetales que todo el tiempo los tengo a mi alcance para el consumo familiar. gracias al recurso vital que es el agua siempre puedo disfrutar de alimentos limpios y frescos debido a que no tengo que utilizar químicos para inducir su desarrollo ni fumigar plagas o insectos po",98,0,587ed91bec4a896c9b000842,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG+2016,587fbf7cec4a894498000957,,"Buenas tardes estimada tutora, por favor me podría orientar para seguir con el proceso para convalidar este curso por créditos de LC",22,0,58776920ec4a8944980008ee,RESPONSABLES,,587c2de7ec4a89c7610007b3
HG,course-v1:UTPL+HG+2016,587fbff9ec4a894498000958,,Se le agradece,3,0,58776920ec4a8944980008ee,RESPONSABLES,,587c2de7ec4a89c7610007b3
HG,course-v1:UTPL+HG-Ed2+2017_ENE,587ff9efec4a89449800095c,,"Yo creo que ambas se adaptan; y además son muy importantes tanto para la producción y auto consumo. La agricultura considero yo, ha sido adaptada según las necesidades de las personas. La Agricultura Periurbana en especial debería ser mas fomentada en la sociedad, ya que nosotros mismos estaríamos seguros de cómo cultivamos nuestros alimentos; porque estos tendrían menos químicos y por ende serían mucho más orgánicos.",66,0,587ed91bec4a896c9b000842,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,587fff50ec4a89449800095e,,"Ambos sistemas de producción son buenos. por un lado es de auto consumo ayuda a la economía de las familias. Además incentiva a las personas jubiladas o desocupadas a realizar actividades de agricultura como entretenimiento o pasatiempo. Por otro lado, el sistema de comercialización ayuda con el ingreso de dinero a los nucleos familiares, si con el primer sistema se economiza recursos, con el segundo hay ingresos. En lo personal soy una de las personas que poseen huerto familiares en mi casa. Co",127,0,587ed91bec4a896c9b000842,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,5880bd62ec4a89c7610007f9,,"mi familia practican la agricultura peri urbana es decir se dedica a la comercializacion de productos, mientras que yo me dedico a la agricultura urbana para el consumo de mi familia. me dado cuenta que la agricultura urbana es la mejor porque utilizamos abono y insecticidades naturales y asi no afecta a nuestra salud y cumplimos con la soberania alimentaria.",60,0,587d0678ec4a894498000911,Agricultura Periurbana,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,58828b6bec4a894498000979,,"En mi opinión yo considero que ambas cumple los objetivos de producción de alimentos porque tanto la agricultura urbana y periurbana son sistemas de producción que contribuyen a tener disponibilidad de alimentos es decir productos frescos, además que proporcionas otras aportaciones como obtener un trabajo ingreso extra y contribuir a la sociedad su aporte a la seguridad alimentaria y nutrición de la población. Hasta cada hogar podrá cultivar y cosechar hortalizas para consumo propio de manera má",93,0,587d4ed3ec4a8938d400080d,"Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,5882d711ec4a89c76100081d,,"Considerando que la agricultura urbana y periurbana contribuyen a la seguridad alimentaria, combatiendo la pobreza y la malnutrición, así como el uso adecuado de tiempos libres, debe ser primeramente aprendida por quienes estamos interesados y luego difundida con empeño como una actividad de vital importancia ya que va en beneficio de la salud individual, familiar y comunitaria",57,0,58828763ec4a896c9b000868,Agricultura Urbana y Periurbana,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,5882dbbaec4a8938d4000871,,"En una comunidad rural así como en las comunidades en donde los extensionistas realicen su trabajo, tiene como uno de los roles más importantes el bienestar de la población, incremento de niveles de ingreso, etc, mediante la realización de actividades dinámicas y a la vez sostenibles en el tiempo y espacio, actuando como promotores del desarrollo comunitario. En la complejidad del desarrollo comunitario, el extensionista requiere de la experticia y uso de técnicas y métodos de trabajo que le per",99,0,58824b76ec4a8938d400085f,Cual es el rol más importante de un extensionista en una comunidad rural?,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,588393ceec4a89c761000820,,"Pienso que la Agricultura urbana tiene un sistema de producción mas activa en cuanto a su comercialización, por lo que se encuentran en convenio con otros mercados públicos o privados obteniendo un beneficio mutuo, a pesar que la agricultura periurbana tienen algunas ventajas como las grandes propiedades para su sembríos, sin embargo algunos no cuentan con capacitaciones que ayuden a mejoras sus cosechas o a su vez no existen compradores fijos para sus productos y no obtendrían el 100 de su gana",93,0,587d0678ec4a894498000911,Agricultura Periurbana,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,5884ef09ec4a8938d4000881,,"Estimada Docente Disculpas pero para mi parecer hay confusiones entre las preguntas No. 1 3 4 y 5. O estan mal plantedas, porque no estan correctas las respuestas, pide que escojamos dos opciones y el sistema no permite. Cordialmente, Adolfo Arguello.",41,0,58816526ec4a8938d4000853,Aporte al foro.,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,588550bdec4a8938d4000887,,"En mi caso vivo en el centro de una ciudad por lo que la agricultura urbana para el autoconsumo considero es la más adecuada ya que permitiría usar mejor el espacio disponible además de usar los desechos de la comida para producir abono para preparar el suelo de cultivo, ayudando así al medioambiente ya que de otra manera estos desechos irían a una bolsa de basura y a contribuir con la contaminación de la ciudad. El clima es bastante húmedo en esta ciudad por lo que se debe entender primero qué ",122,0,58853e4aec4a8938d4000886,Agricultura urbana y periurbana,,
HG,course-v1:UTPL+HG+2016,58890011ec4a8944980009c0,,ME PUEDE DAR RESPUESTA ???,5,0,58875e1eec4a8944980009a7,certificado,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,5889570bec4a8938d40008c2,,"Considero que la dos son de mucha importancia en mi sector, la agricultura urbana en la ciudad de Ibarra puede ser de mucho beneficio en la familias en las buenas practicas de consumo de alimentos saludables y por otro lado la agricultura periurbana es muy factible en la utilizacion de espacios que no estan siendo aprovechados de la mejor manera. Impactando positivamente las dos en la economia y salud de la comunidad.",72,0,58890ea2ec4a8938d40008bc,"Partiendo de los conceptos de Agricultura Urbana y Periurbana, ¿cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos (¿autoconsumo, comercialización?  ¿Ambas?) y, a las condiciones ambientales y sociales de la comunidad en la que está trabajando Agricultura Urbana y Periurbana, ¿en su municipio o comunidad?",,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,588a15ebec4a8944980009cc,,"APOYO ACLARACION Estimada Ingeniera, apoyo lo solicitado por mi compañera Zaida Rebeca, las mismas inquietudes tengo yo, quisiera que se nos despeje algunas dudas referente al Test No. 1, porque si hay errores de respuestas. Muy gentilmente un hombre preocupado por apreheender nuevos conocimientos pero correctos. Adolfo Arguello",48,1,58881a56ec4a89c761000850,ACLARACION DEL TEST HUERTOS FAMILIARES AGRUCULTURA URBANA,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,588cd348ec4a8938d40008db,,"Bueno, yo participe y dirigi un proyecto de Huerto Escolar donde se manejo diferentes cultivos de hortalizas y frutas donde se incentivo el amor a la agricultura y cuidado de la naturaleza, la nutricion. Enfocado tambien en que cada uno de los participantes podia crear su propio huerto en casa, para de esta forma contribuir a la alimentacion familiar y la economia. Pienso que la Agricultura Urbana y Periurbana contribuyen en la econimia , nutricion, y desarrollo de los pueblos. DCS",81,0,588ae882ec4a896c9b0008bb,Agricultura Urbana y Periurbana,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,588eac69ec4a8938d40008ea,,"Buenas noches estimada Tutora, estoy de acuerdo con lo dicho por los compañeros del curso. Además debo decir que los test dan opciones de respuestas múltiples no muy claros. Saludos cordiales.",31,0,58881a56ec4a89c761000850,ACLARACION DEL TEST HUERTOS FAMILIARES AGRUCULTURA URBANA,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,5891605bec4a89c7610008a9,,Yo tengo las mismas dudas. Los test en vez de ayudarme en el aprendizaje me han hecho dudar demasiado al punto que he llegado a dudar mucho de la información que nos han dado.,34,0,58881a56ec4a89c761000850,ACLARACION DEL TEST HUERTOS FAMILIARES AGRUCULTURA URBANA,,
HG,course-v1:UTPL+HG-Ed2+2017_ENE,58924f49ec4a894498000a2a,,"Considero que ambas, en el caso de autoconsumo ayuda a las personas de recursos bajos a que este tipo de producción le reduzca sus gastos, en otros casos hay personas que realizan este tipo de huertos porque les guta hacerlo; así como también hay personas que aprovechan de los espacios grandes y su producción la comercializan. considero que ambas.",59,0,5890af65ec4a896c9b0008e4,"Cuál crees que es el sistema de producción que más se adapta a los objetivos de la producción de alimentos autoconsumo, comercialización? Ambas?",,
